X_peptide;Y_peptide;RD1_x;RD2_x;medRD_mas1;bcnum_x;RD1_y;RD2_y;medRD_mas2;bcnum_y
O16;O9;0.0651930328882295;0.0766968325791855;0.0734514078110808;256;0.0860927152317881;0.0781758957654723;0.0854003139717425;139
O2;O1;3.64283541439229;3.56604486838101;3.64935628332607;182;7.32108567090932;6.44067853402135;6.80930710402245;94
O2;O10;0.329004329004329;0.191569675998742;0.259339469409854;139;0.625004611695259;0.398529411764706;0.502932254897993;84
O2;O11;0.0952380952380952;0.0986193293885602;0.0994623655913978;191;0.108274266445718;0.0980027935161021;0.109316515407886;104
O2;O12;0.0536096278515325;0.0642857142857143;0.0598042721433583;196;0.0680161943319838;0.0634249471458774;0.0660377358490566;111
O2;O13;0.0586319218241042;0.0682926829268293;0.0643330179754021;139;0.0661764705882353;0.0720720720720721;0.0674318507890961;85
O2;O14;0.104803493449782;0.10608020698577;0.104783599088838;191;0.126543209876543;0.103535353535354;0.113033448673587;97
O2;O15;0.0637119113573407;0.0690571049136786;0.0675381263616558;181;0.109289617486339;0.0881374722838137;0.0932121212121212;119
O2;O16;0.0671048117334248;0.0774671365974471;0.0755380341436986;212;0.075043630017452;0.0746887966804979;0.0809682804674457;113
O2;O2;0.0628289473684211;0.0658738962112315;0.0657394487535096;186;0.072;0.0693116634799235;0.0714285714285714;89
O2;O3;0.0740740740740741;0.0814332247557003;0.0715990453460621;123;0.0842911877394636;0.0774647887323944;0.0833333333333333;85
O2;O4;0.0601976639712489;0.0751231527093596;0.0641791044776119;191;0.0822111408221114;0.0741141253145458;0.0763948674603813;114
O2;O5;0.0772532188841202;0.0784313725490196;0.0755767700875099;205;0.0847457627118644;0.0909090909090909;0.0869565217391304;119
O2;O6;0.0522388059701493;0.0632911392405063;0.06;199;0.0675496688741722;0.0758483033932136;0.074468085106383;109
O2;O7;0.0524062909005085;0.0658452497281823;0.0574682409788793;232;0.0742710795902285;0.0745356298547788;0.0730938291792476;134
O2;O8;0.172839506172839;0.123762376237624;0.150197628458498;201;0.369537257383386;0.258178022275767;0.309449484603128;102
O2;O9;1.03640982218459;0.542936288088643;0.767441860465116;273;2.00271833743799;1.34368293048375;1.68794999245143;132
O3;O1;0.0555555555555556;0.0668202764976959;0.0600522193211488;137;0.0591706974485724;0.0657920728303345;0.0629881154499151;94
O3;O10;0.0541835765477938;0.0655737704918033;0.0592758070987822;136;0.0709677419354839;0.0650602409638554;0.0653442240373396;89
O3;O11;0.0660647103085026;0.0873145501565265;0.0752793917060415;174;0.0766985645933014;0.0762960487225193;0.0769338038666727;98
O3;O12;0.612649337842634;0.401569716176458;0.510862453089344;166;0.694616270863624;0.528680614353736;0.703772165990305;110
O3;O13;0.055327868852459;0.062874251497006;0.0566037735849057;131;0.0612244897959184;0.0659509202453988;0.0611394163964799;75
O3;O14;0.0575047485951048;0.067170492358017;0.0592050140604912;158;0.0813260390299665;0.0752321065093673;0.0743211987127916;104
O3;O15;0.052434456928839;0.051948051948052;0.0508474576271186;161;0.0649350649350649;0.0740740740740741;0.0645833333333333;83
O3;O16;0.0476190476190476;0.0597014925373134;0.0504032258064516;147;0.0771939328277357;0.0726830532464167;0.0801432283572255;90
O3;O2;0.0449826989619377;0.0533333333333333;0.053156146179402;155;0.074239909822463;0.0681334622823984;0.0696957126799765;80
